[description:"Java" due:"1627102800" end:"1627104177" entry:"1627103966" mask:"XX" modified:"1627104177" recur:"daily" status:"deleted" tags:"School" uuid:"77da2400-7e06-4d3c-a7f0-0ce6ac4c375a"]
[description:"Java" due:"1627102800" end:"1627104177" entry:"1627103968" imask:"0" modified:"1627104177" parent:"77da2400-7e06-4d3c-a7f0-0ce6ac4c375a" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"a692bca4-e47a-4c10-bbd9-09bf6dc8e7a2"]
[description:"Dvorak" due:"1621566000" end:"1627103285" entry:"1627103165" imask:"63" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"ed1fdb01-c821-4da6-8c7f-cad62def0405"]
[description:"Dvorak" due:"1621652400" end:"1627103285" entry:"1627103165" imask:"64" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"cca56f23-471a-4488-8b4d-83180b400b92"]
[description:"Dvorak" due:"1621738800" end:"1627103285" entry:"1627103165" imask:"65" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"2f0af05a-03fd-47e4-badc-9792631f093c"]
[description:"Dvorak" due:"1621825200" end:"1627103285" entry:"1627103165" imask:"66" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"06b8320b-25f4-447d-bdb1-eee77e749323"]
[description:"Dvorak" due:"1621911600" end:"1627103285" entry:"1627103165" imask:"67" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"c70f0ec2-991b-405c-beb5-554c28e8938b"]
[description:"Dvorak" due:"1621998000" end:"1627103285" entry:"1627103165" imask:"68" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"ac4bc8a8-74c7-40fb-9381-fd6f9496080b"]
[description:"Dvorak" due:"1622084400" end:"1627103285" entry:"1627103165" imask:"69" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"e4377b17-e82b-4651-83b0-1d6f182e96ed"]
[description:"Dvorak" due:"1622170800" end:"1627103285" entry:"1627103165" imask:"70" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"fd46b9a2-a246-4a2e-aded-0a28f062ea21"]
[description:"Dvorak" due:"1622257200" end:"1627103285" entry:"1627103165" imask:"71" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"c886f287-601a-4cb5-ae60-7c0a69eae192"]
[description:"Dvorak" due:"1622343600" end:"1627103285" entry:"1627103165" imask:"72" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"21f5b3b8-3872-4db9-a7b2-b1dcf8e71573"]
[description:"Dvorak" due:"1622430000" end:"1627103285" entry:"1627103165" imask:"73" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"03632785-180e-4c39-ad60-e0c41da79843"]
[description:"Dvorak" due:"1622516400" end:"1627103285" entry:"1627103165" imask:"74" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"bd013895-d843-439e-9afc-2261472ef66e"]
[description:"Dvorak" due:"1622602800" end:"1627103285" entry:"1627103165" imask:"75" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"a8c92a70-1862-4ca6-a544-49fd3504f841"]
[description:"Dvorak" due:"1622689200" end:"1627103285" entry:"1627103165" imask:"76" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"a9ada9a8-735a-4109-83ee-763306512e6e"]
[description:"Dvorak" due:"1622775600" end:"1627103285" entry:"1627103165" imask:"77" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"d0dcfdf9-d315-499a-b7cd-ead01e393b8b"]
[description:"Dvorak" due:"1622862000" end:"1627103285" entry:"1627103165" imask:"78" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"51b24c74-a67e-4aa8-9958-22f4048a1df8"]
[description:"Dvorak" due:"1622948400" end:"1627103285" entry:"1627103165" imask:"79" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"3febd0c8-6fe7-43dd-b112-95803e165fc7"]
[description:"Dvorak" due:"1623034800" end:"1627103285" entry:"1627103165" imask:"80" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"120dc0df-1709-4106-b53e-535670ee1657"]
[description:"Dvorak" due:"1623121200" end:"1627103285" entry:"1627103165" imask:"81" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"78ee663c-1907-4bc4-b949-be6bfe8e6692"]
[description:"Dvorak" due:"1623207600" end:"1627103285" entry:"1627103165" imask:"82" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"b53e85c8-a02a-4765-b2c1-c4f59d7df7cd"]
[description:"Dvorak" due:"1623294000" end:"1627103285" entry:"1627103165" imask:"83" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"0d9960d1-01a7-4edc-81d4-5c0fe4ebf1c3"]
[description:"Dvorak" due:"1623380400" end:"1627103285" entry:"1627103165" imask:"84" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"eac835f8-57f5-4283-b4e7-747afcd5ef86"]
[description:"Dvorak" due:"1623466800" end:"1627103285" entry:"1627103165" imask:"85" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"6d2584e0-1e26-4e93-bfae-8aa1e3fd5d36"]
[description:"Dvorak" due:"1623553200" end:"1627103285" entry:"1627103165" imask:"86" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"4552669a-2229-422c-8164-095a26193335"]
[description:"Dvorak" due:"1623639600" end:"1627103285" entry:"1627103165" imask:"87" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"d97a24cc-446f-4bc2-bd10-72f111cbf56c"]
[description:"Dvorak" due:"1623726000" end:"1627103285" entry:"1627103165" imask:"88" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"e5bd8e95-8f44-401e-b5d3-30c314c2b757"]
[description:"Dvorak" due:"1623812400" end:"1627103285" entry:"1627103165" imask:"89" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"e8e1be5b-857e-47b6-8479-4f71111440bc"]
[description:"Dvorak" due:"1623898800" end:"1627103285" entry:"1627103165" imask:"90" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"7c3947ef-67d7-46ec-ab81-04181c94816d"]
[description:"Dvorak" due:"1623985200" end:"1627103285" entry:"1627103165" imask:"91" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"1f497c51-5e1e-46ea-ab84-e7aa79b912f6"]
[description:"Dvorak" due:"1624071600" end:"1627103285" entry:"1627103165" imask:"92" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"3cb66b38-4ae0-4281-abd9-ba77046b0a9d"]
[description:"Dvorak" due:"1624158000" end:"1627103285" entry:"1627103165" imask:"93" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"a3a5eb53-5b95-409e-b7f7-2e053041ac45"]
[description:"Dvorak" due:"1624244400" end:"1627103285" entry:"1627103165" imask:"94" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"4584830b-1b0a-4a26-b5a9-b98b445354bf"]
[description:"Dvorak" due:"1624330800" end:"1627103285" entry:"1627103165" imask:"95" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"99242522-a62a-4d74-bf5a-a71142675704"]
[description:"Dvorak" due:"1624417200" end:"1627103285" entry:"1627103165" imask:"96" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"65d31fe4-f5d7-463b-b8c2-856f91bafa5c"]
[description:"Dvorak" due:"1624503600" end:"1627103285" entry:"1627103165" imask:"97" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"50bb2807-fc81-44cc-8306-916cde08049a"]
[description:"Dvorak" due:"1624590000" end:"1627103285" entry:"1627103165" imask:"98" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"e811635e-dd22-409b-8246-350482c4d431"]
[description:"Dvorak" due:"1624676400" end:"1627103285" entry:"1627103165" imask:"99" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"acbfca75-04ca-439d-91cb-d598e2cf19fb"]
[description:"Dvorak" due:"1624762800" end:"1627103285" entry:"1627103165" imask:"100" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"79547cc0-373d-4a6a-97e5-0f496631def1"]
[description:"Dvorak" due:"1624849200" end:"1627103285" entry:"1627103165" imask:"101" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"42182f8b-88a3-430d-9c6f-c0083952f906"]
[description:"Dvorak" due:"1624935600" end:"1627103285" entry:"1627103165" imask:"102" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"3bd27db1-3e1c-4cb0-bb98-95645cfc24a0"]
[description:"Dvorak" due:"1625022000" end:"1627103285" entry:"1627103165" imask:"103" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"88d81040-8ead-48a6-917f-5eee67c0375d"]
[description:"Dvorak" due:"1625108400" end:"1627103285" entry:"1627103165" imask:"104" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"63300f37-9c59-4ee8-934c-0cb0f0c143b6"]
[description:"Dvorak" due:"1625194800" end:"1627103285" entry:"1627103165" imask:"105" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"2fa25a82-d396-4f8a-9d9c-355a57faa4d9"]
