[description:"Use the Forecast analysis learned in class on real stocks" entry:"1615179802" modified:"1619163671" priority:"L" project:"Python.Stock_Predictions" status:"pending" tags:"Personal" uuid:"b123dbc1-3e25-45c6-b3f3-a42d6ec8d5de"]
[annotation_1615199442:"Create a VOLUME measure" description:"STOCK BOT" entry:"1615199426" modified:"1619163590" priority:"L" project:"Python.Stock_Bot" status:"pending" tags:"Personal" uuid:"8435234a-88f9-481e-aba4-29a98eca020c"]
[description:"Brush Yer Teef" due:"1619838000" entry:"1619803327" imask:"43.000000" modified:"1619666976" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"f39ed3b0-d46e-4d4f-adca-8b50f81eb6d1"]
[description:"Study Python" due:"1619838000" entry:"1619803327" imask:"43.000000" modified:"1619666977" parent:"55d0d923-053f-42c9-96ee-534b6ca4fa5e" project:"Study" recur:"daily" status:"pending" tags:"Daily" uuid:"92c18b54-f01f-4ac3-aa56-aa6969e0c970"]
[description:"Go to the Gym" due:"1619838000" entry:"1619803327" imask:"43.000000" modified:"1619695733" parent:"2796c112-9406-4dbc-9ef0-2948defc7dd0" project:"Work_Out" recur:"daily" status:"pending" tags:"Daily" uuid:"c0c9d477-f73a-40bc-9592-8bc1ee325720"]
[description:"Clean Yer Room" due:"1620615600" entry:"1620014463" imask:"7.000000" modified:"1619413821" parent:"0432e7a3-c40f-4039-8994-cda313f35598" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"5fa821c5-f8b9-4c18-a772-7e14fe6c698f"]
[description:"Clean Your Bathroom" due:"1620615600" entry:"1620014463" imask:"7.000000" modified:"1619413821" parent:"8fc135fb-6cd3-4f0a-9236-3c43bbaff1f3" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"c43c717e-55f1-42c6-9d98-f4e3656822f5"]
[description:"Wash Clothes and Blanket" due:"1620615600" entry:"1620014464" imask:"7.000000" modified:"1619991025" parent:"0872f620-183b-4235-a35d-873bc433dcdc" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"7dc24b1b-5224-46c9-8781-8d0d0fb089ea"]
[description:"Brush Yer Teef" due:"1620183600" entry:"1620134462" imask:"47.000000" modified:"1620014483" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"b2b44908-c2b9-41b7-b6e4-aa0c540fe339"]
[description:"Study Python" due:"1620183600" entry:"1620134462" imask:"47.000000" modified:"1620014483" parent:"55d0d923-053f-42c9-96ee-534b6ca4fa5e" project:"Study" recur:"daily" status:"pending" tags:"Daily" uuid:"dbb0a913-adea-4bff-adc7-f9971d55d2f9"]
[description:"Go to the Gym" due:"1620183600" entry:"1620134462" imask:"47.000000" modified:"1620036355" parent:"2796c112-9406-4dbc-9ef0-2948defc7dd0" project:"Work_Out" recur:"daily" status:"pending" tags:"Daily" uuid:"33cd7856-35aa-492a-a784-f71c803b7af3"]
[description:"Look into os and pathlib for moving around in the terminal" entry:"1620257029" modified:"1627103532" priority:"L" project:"Python.Terminal" status:"pending" tags:"Personal" uuid:"6a4bc2d7-989f-4962-952f-d4d9215ff3df"]
[description:"Go to the Gym" due:"1620270000" entry:"1620257041" imask:"48.000000" modified:"1620134484" parent:"2796c112-9406-4dbc-9ef0-2948defc7dd0" project:"Work_Out" recur:"daily" status:"pending" tags:"Daily" uuid:"f2e6c159-7e2d-4865-8428-27a8a2a3065d"]
[description:"Brush Yer Teef" due:"1620442800" entry:"1620402922" imask:"50.000000" modified:"1620269822" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"975d72f5-fe4a-49c1-9ce7-e479c1d7a13a"]
[description:"Study Python" due:"1620442800" entry:"1620402922" imask:"50.000000" modified:"1620269822" parent:"55d0d923-053f-42c9-96ee-534b6ca4fa5e" project:"Study" recur:"daily" status:"pending" tags:"Daily" uuid:"d2e74a0c-0a9f-4e79-bb0c-e3db1d5ca9c3"]
[description:"Go to the Gym" due:"1620356400" entry:"1620402922" imask:"49.000000" modified:"1620257041" parent:"2796c112-9406-4dbc-9ef0-2948defc7dd0" project:"Work_Out" recur:"daily" status:"pending" tags:"Daily" uuid:"17394d3a-1742-4843-8633-85fc82e7b5d3"]
[description:"Go to the Gym" due:"1620442800" entry:"1620402922" imask:"50.000000" modified:"1620257041" parent:"2796c112-9406-4dbc-9ef0-2948defc7dd0" project:"Work_Out" recur:"daily" status:"pending" tags:"Daily" uuid:"68e0e3ce-5751-4af3-8e6c-52b8a3bbedf1"]
[description:"Clean Yer Room" due:"1621220400" entry:"1627103165" imask:"8" modified:"1620014483" parent:"0432e7a3-c40f-4039-8994-cda313f35598" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"5f733e8e-24d4-4971-8957-19332ef85858"]
[description:"Clean Yer Room" due:"1621825200" entry:"1627103165" imask:"9" modified:"1620014483" parent:"0432e7a3-c40f-4039-8994-cda313f35598" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"d74dfd4a-97a3-46c1-8f0e-4715082e7fc5"]
[description:"Clean Yer Room" due:"1622430000" entry:"1627103165" imask:"10" modified:"1620014483" parent:"0432e7a3-c40f-4039-8994-cda313f35598" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"f31d1314-79ab-4366-b2fe-ed697ea20dba"]
[description:"Clean Yer Room" due:"1623034800" entry:"1627103165" imask:"11" modified:"1620014483" parent:"0432e7a3-c40f-4039-8994-cda313f35598" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"dec452b4-8a32-4e99-9dae-d5af2f1d5037"]
[description:"Clean Yer Room" due:"1623639600" entry:"1627103165" imask:"12" modified:"1620014483" parent:"0432e7a3-c40f-4039-8994-cda313f35598" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"ce33be92-e09b-43b6-b3e6-35b47d91f05b"]
[description:"Clean Yer Room" due:"1624244400" entry:"1627103165" imask:"13" modified:"1620014483" parent:"0432e7a3-c40f-4039-8994-cda313f35598" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"5fa73735-60d7-4093-a7e3-1fe7e08c6a84"]
[description:"Clean Yer Room" due:"1624849200" entry:"1627103165" imask:"14" modified:"1620014483" parent:"0432e7a3-c40f-4039-8994-cda313f35598" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"335e2b8e-360e-44f4-baca-b044afeaac96"]
[description:"Clean Yer Room" due:"1625454000" entry:"1627103165" imask:"15" modified:"1620014483" parent:"0432e7a3-c40f-4039-8994-cda313f35598" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"756b8cfb-a148-4cd0-a328-7f41bb6b62b3"]
[description:"Clean Yer Room" due:"1626058800" entry:"1627103165" imask:"16" modified:"1620014483" parent:"0432e7a3-c40f-4039-8994-cda313f35598" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"d27a7ee2-3d85-4ed7-bcf2-9bfc9d2e49f0"]
[description:"Clean Yer Room" due:"1626663600" entry:"1627103165" imask:"17" modified:"1620014483" parent:"0432e7a3-c40f-4039-8994-cda313f35598" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"74117606-2b79-4141-9a2f-327064533908"]
[description:"Clean Yer Room" due:"1627268400" entry:"1627103165" imask:"18" modified:"1620014483" parent:"0432e7a3-c40f-4039-8994-cda313f35598" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"b93a5d48-67e9-4da9-874f-f0f976933cd5"]
[description:"Clean Your Bathroom" due:"1621220400" entry:"1627103165" imask:"8" modified:"1620014483" parent:"8fc135fb-6cd3-4f0a-9236-3c43bbaff1f3" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"3e7f3f9c-0965-43c0-8e60-3dd8fb3d1ccd"]
[description:"Clean Your Bathroom" due:"1621825200" entry:"1627103165" imask:"9" modified:"1620014483" parent:"8fc135fb-6cd3-4f0a-9236-3c43bbaff1f3" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"2347994f-54e8-4208-a095-e4e06b398691"]
[description:"Clean Your Bathroom" due:"1622430000" entry:"1627103165" imask:"10" modified:"1620014483" parent:"8fc135fb-6cd3-4f0a-9236-3c43bbaff1f3" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"d8e9fa3d-d223-4154-81d8-7626542725ed"]
[description:"Clean Your Bathroom" due:"1623034800" entry:"1627103165" imask:"11" modified:"1620014483" parent:"8fc135fb-6cd3-4f0a-9236-3c43bbaff1f3" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"aa5d18ec-c41c-4212-94a9-e8ca0fe96bd1"]
[description:"Clean Your Bathroom" due:"1623639600" entry:"1627103165" imask:"12" modified:"1620014483" parent:"8fc135fb-6cd3-4f0a-9236-3c43bbaff1f3" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"1aa16a6d-d918-4517-804c-39c547df43b3"]
[description:"Clean Your Bathroom" due:"1624244400" entry:"1627103165" imask:"13" modified:"1620014483" parent:"8fc135fb-6cd3-4f0a-9236-3c43bbaff1f3" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"e8ca3e4f-daf3-4dce-a331-fdc49d1178c8"]
[description:"Clean Your Bathroom" due:"1624849200" entry:"1627103165" imask:"14" modified:"1620014483" parent:"8fc135fb-6cd3-4f0a-9236-3c43bbaff1f3" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"1d49f687-e2cb-4ece-8a31-57d4f8a699d2"]
[description:"Clean Your Bathroom" due:"1625454000" entry:"1627103165" imask:"15" modified:"1620014483" parent:"8fc135fb-6cd3-4f0a-9236-3c43bbaff1f3" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"560b0f84-3224-4145-9fcd-866bad1437bc"]
[description:"Clean Your Bathroom" due:"1626058800" entry:"1627103165" imask:"16" modified:"1620014483" parent:"8fc135fb-6cd3-4f0a-9236-3c43bbaff1f3" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"a7fbb45e-0929-4783-a05d-946f49b9320d"]
[description:"Clean Your Bathroom" due:"1626663600" entry:"1627103165" imask:"17" modified:"1620014483" parent:"8fc135fb-6cd3-4f0a-9236-3c43bbaff1f3" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"fcc7b9e0-f6f7-431e-b948-c831adc0768e"]
[description:"Clean Your Bathroom" due:"1627268400" entry:"1627103165" imask:"18" modified:"1620014483" parent:"8fc135fb-6cd3-4f0a-9236-3c43bbaff1f3" project:"Cleaning" recur:"weekly" status:"pending" tags:"Daily" uuid:"7753547f-978b-42af-8660-1d9de8703320"]
[description:"Brush Yer Teef" due:"1620529200" entry:"1627103165" imask:"51" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"5109aa0d-fa34-4a6a-af07-d1041b89149c"]
[description:"Brush Yer Teef" due:"1620615600" entry:"1627103165" imask:"52" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"a6ac554d-ad2a-4a71-9b9f-700d66dbbe93"]
[description:"Brush Yer Teef" due:"1620702000" entry:"1627103165" imask:"53" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"52ab9270-e761-4663-af84-1054347ba367"]
[description:"Brush Yer Teef" due:"1620788400" entry:"1627103165" imask:"54" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"de97ddcc-6f99-4e78-a805-f8dae83aa7d3"]
[description:"Brush Yer Teef" due:"1620874800" entry:"1627103165" imask:"55" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"0b428a11-8b3f-4665-8fbe-dcdf55acd1ee"]
[description:"Brush Yer Teef" due:"1620961200" entry:"1627103165" imask:"56" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"1ce92849-80ce-4a33-bde2-590f2ef3833a"]
[description:"Brush Yer Teef" due:"1621047600" entry:"1627103165" imask:"57" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"a388ec89-db7f-465b-88ab-eba230267be1"]
[description:"Brush Yer Teef" due:"1621134000" entry:"1627103165" imask:"58" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"2d5eb64f-5fb9-4263-a472-9d2d84948744"]
[description:"Brush Yer Teef" due:"1621220400" entry:"1627103165" imask:"59" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"04a49aa6-2235-49c8-b1d7-683aab6bb1e9"]
[description:"Brush Yer Teef" due:"1621306800" entry:"1627103165" imask:"60" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"7d484a36-ab52-49cd-a3fb-524d2fe79020"]
[description:"Brush Yer Teef" due:"1621393200" entry:"1627103165" imask:"61" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"a15e834f-a98d-4790-bf6b-4c20d21c52d9"]
[description:"Brush Yer Teef" due:"1621479600" entry:"1627103165" imask:"62" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"78117861-00d5-4dab-970c-b7eb8fbc1262"]
[description:"Brush Yer Teef" due:"1621566000" entry:"1627103165" imask:"63" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"fecb036d-7263-481e-b820-0be151a05fb5"]
[description:"Brush Yer Teef" due:"1621652400" entry:"1627103165" imask:"64" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"e890bc3d-57a4-4119-b1d1-5462c69be22b"]
[description:"Brush Yer Teef" due:"1621738800" entry:"1627103165" imask:"65" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"8dc47b1f-48c5-45d4-a2f9-f0cb28cb1af6"]
[description:"Brush Yer Teef" due:"1621825200" entry:"1627103165" imask:"66" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"701bc28f-a5f1-453f-9a11-42dac0e6808c"]
[description:"Brush Yer Teef" due:"1621911600" entry:"1627103165" imask:"67" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"55360f01-4b3f-41e3-b706-338c99b9b27a"]
[description:"Brush Yer Teef" due:"1621998000" entry:"1627103165" imask:"68" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"9a1a5686-2b68-4a68-a965-2fe70e012700"]
[description:"Brush Yer Teef" due:"1622084400" entry:"1627103165" imask:"69" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"9f3598df-3d28-447c-a72e-0d3e25ad4316"]
[description:"Brush Yer Teef" due:"1622170800" entry:"1627103165" imask:"70" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"250cf5d4-8f25-4cf4-b1b8-ae3199625cee"]
[description:"Brush Yer Teef" due:"1622257200" entry:"1627103165" imask:"71" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"62fab225-cbdb-4115-ae7e-2369fe52466e"]
[description:"Brush Yer Teef" due:"1622343600" entry:"1627103165" imask:"72" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"99521648-7d29-472c-8d37-fa06ebac0d25"]
[description:"Brush Yer Teef" due:"1622430000" entry:"1627103165" imask:"73" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"30751b71-16f2-43ec-ab40-67f5a9329505"]
[description:"Brush Yer Teef" due:"1622516400" entry:"1627103165" imask:"74" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"f9c80ae4-8f76-4055-98d8-ed52c06224cf"]
[description:"Brush Yer Teef" due:"1622602800" entry:"1627103165" imask:"75" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"4f70907c-5518-4fe1-b5c1-8f6ba595cadd"]
[description:"Brush Yer Teef" due:"1622689200" entry:"1627103165" imask:"76" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"4d942a82-7275-4de4-8062-02d7f37dd41f"]
[description:"Brush Yer Teef" due:"1622775600" entry:"1627103165" imask:"77" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"6feee09c-a0c5-4022-9358-76c122a6f9f9"]
[description:"Brush Yer Teef" due:"1622862000" entry:"1627103165" imask:"78" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"2b8cebb9-69a7-4a9d-ae01-da593e37f402"]
[description:"Brush Yer Teef" due:"1622948400" entry:"1627103165" imask:"79" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"a4ea9e8a-0fa7-4203-8e74-460b137186cb"]
[description:"Brush Yer Teef" due:"1623034800" entry:"1627103165" imask:"80" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"7466dafa-1d0e-4111-8822-fcc6efba0029"]
[description:"Brush Yer Teef" due:"1623121200" entry:"1627103165" imask:"81" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"14063aaf-b769-485f-a63b-c8a56f79549d"]
[description:"Brush Yer Teef" due:"1623207600" entry:"1627103165" imask:"82" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"d02a83cb-b8fc-4523-89cb-6cbb53a45e05"]
[description:"Brush Yer Teef" due:"1623294000" entry:"1627103165" imask:"83" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"16d70c68-72cf-444c-97a6-d9755450bf0b"]
[description:"Brush Yer Teef" due:"1623380400" entry:"1627103165" imask:"84" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"a1ce325e-f68c-4db3-9950-1a53bbbb342b"]
[description:"Brush Yer Teef" due:"1623466800" entry:"1627103165" imask:"85" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"2a38f395-9163-4f0a-90f8-4a87ae9ac3f1"]
[description:"Brush Yer Teef" due:"1623553200" entry:"1627103165" imask:"86" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"f969a8e0-d9b6-41af-b3d1-cba71d890768"]
[description:"Brush Yer Teef" due:"1623639600" entry:"1627103165" imask:"87" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"6ecd23c9-3e05-4a25-a368-7f756f95ccb2"]
[description:"Brush Yer Teef" due:"1623726000" entry:"1627103165" imask:"88" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"3df98c05-6f09-4d06-9b23-2b45ebc0719b"]
[description:"Brush Yer Teef" due:"1623812400" entry:"1627103165" imask:"89" modified:"1620402945" parent:"82a63545-9aa5-4e00-823b-c326fc3cb544" project:"Cleaning" recur:"daily" status:"pending" tags:"Daily" uuid:"1a9ecba3-df28-4229-9b70-3240b4d4b08d"]
